Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
39,56,29,Sandy,Pulses,10,49,25,DAP
31,76,23,Sandy,Wheat,41,49,71,20-20
24,58,36,Clay,Cotton,70,18,69,17-17-17
25,61,66,Sandy,Groundnut,67,100,22,17-17-17
36,73,66,Loamy,Groundnut,69,96,11,20-20
34,55,29,Red,Groundnut,19,14,92,DAP
39,38,42,Clay,Cotton,57,74,22,20-20
37,46,33,Black,Groundnut,4,70,73,DAP
37,48,13,Red,Wheat,6,54,58,Urea
33,62,47,Red,Pulses,63,83,74,20-20
35,40,64,Loamy,Sugarcane,10,84,14,DAP
37,77,34,Red,Maize,31,7,96,10-26-26
35,34,65,Black,Maize,94,90,5,28-28
34,60,24,Red,Maize,82,75,83,20-20
29,52,33,Red,Cotton,55,41,80,20-20
37,44,15,Sandy,Cotton,54,69,79,14-35-14
23,34,64,Red,Wheat,93,45,77,14-35-14
35,64,30,Black,Pulses,74,85,40,17-17-17
36,62,66,Clay,Maize,16,83,44,Urea
23,37,32,Red,Cotton,50,20,25,17-17-17
32,62,39,Black,Sugarcane,11,93,33,DAP
37,36,18,Red,Wheat,6,14,19,Urea
24,49,30,Black,Sugarcane,43,18,89,17-17-17
26,73,48,Black,Groundnut,31,6,17,10-26-26
20,62,14,Sandy,Maize,7,79,12,Urea
27,43,11,Red,Cotton,73,61,69,14-35-14
31,70,56,Red,Pulses,83,74,97,20-20
22,50,61,Red,Maize,82,18,42,17-17-17
37,60,27,Red,Groundnut,43,92,99,14-35-14
36,32,25,Loamy,Wheat,65,49,57,14-35-14
38,34,66,Loamy,Pulses,6,58,96,DAP
22,33,20,Clay,Groundnut,77,5,14,10-26-26
31,47,63,Sandy,Cotton,55,38,87,20-20
27,30,57,Sandy,Pulses,99,83,12,14-35-14
32,63,28,Clay,Groundnut,22,63,14,17-17-17
33,34,69,Black,Pulses,37,96,24,14-35-14
29,45,41,Sandy,Rice,27,77,77,17-17-17
33,68,10,Black,Maize,64,39,99,20-20
31,62,59,Red,Sugarcane,88,71,93,17-17-17
38,66,55,Sandy,Pulses,32,96,94,17-17-17
32,62,12,Loamy,Rice,99,8,32,DAP
32,44,50,Loamy,Sugarcane,86,67,41,14-35-14
40,65,65,Loamy,Maize,29,41,17,17-17-17
24,67,43,Loamy,Sugarcane,29,5,2,10-26-26
26,58,34,Loamy,Wheat,97,35,26,20-20
32,71,67,Red,Groundnut,51,62,59,14-35-14
21,70,61,Red,Rice,27,71,100,20-20
21,72,21,Sandy,Rice,93,10,63,DAP
37,70,51,Sandy,Rice,82,69,28,17-17-17
35,34,27,Black,Rice,69,35,80,20-20
28,52,22,Clay,Wheat,83,60,96,20-20
20,48,50,Red,Wheat,41,13,49,DAP
38,80,33,Red,Rice,56,57,64,20-20
30,58,13,Loamy,Maize,31,44,55,17-17-17
34,67,39,Red,Rice,97,3,5,DAP
39,74,25,Red,Sugarcane,97,90,30,20-20
22,35,50,Clay,Maize,80,51,87,14-35-14
37,33,43,Red,Maize,40,0,84,10-26-26
30,51,16,Sandy,Maize,88,9,93,10-26-26
25,58,17,Black,Maize,69,0,26,10-26-26
29,48,40,Loamy,Sugarcane,42,70,76,20-20
33,43,21,Clay,Maize,100,59,47,20-20
40,47,40,Red,Maize,0,82,59,Urea
32,60,12,Clay,Wheat,15,62,46,Urea
30,78,63,Red,Maize,49,13,60,10-26-26
32,79,63,Red,Wheat,3,76,27,Urea
23,65,49,Sandy,Sugarcane,48,80,55,17-17-17
35,58,20,Black,Pulses,25,7,82,10-26-26
35,53,13,Red,Maize,83,19,85,20-20
36,70,67,Clay,Rice,14,77,1,Urea
33,50,37,Red,Pulses,65,49,59,20-20
26,52,35,Loamy,Maize,28,52,56,20-20
40,49,41,Black,Rice,7,4,78,Urea
33,61,58,Clay,Sugarcane,10,3,87,DAP
22,49,61,Sandy,Pulses,64,94,77,20-20
34,46,61,Sandy,Maize,61,64,22,20-20
40,59,26,Clay,Groundnut,70,76,100,20-20
32,56,15,Loamy,Cotton,72,17,22,17-17-17
32,76,52,Black,Pulses,58,74,71,14-35-14
39,30,19,Red,Pulses,36,99,77,20-20
35,30,57,Sandy,Groundnut,38,47,77,20-20
35,77,26,Black,Rice,95,27,55,20-20
25,39,46,Clay,Cotton,49,89,86,20-20
29,71,57,Red,Wheat,73,72,5,28-28
23,33,11,Loamy,Cotton,51,33,69,20-20
32,55,23,Black,Cotton,14,68,59,DAP
37,54,60,Clay,Wheat,85,65,100,17-17-17
26,35,11,Sandy,Sugarcane,11,88,10,DAP
35,64,25,Black,Cotton,2,7,9,DAP
37,80,38,Sandy,Rice,63,19,91,14-35-14
31,64,39,Sandy,Cotton,8,12,16,DAP
23,79,14,Sandy,Groundnut,77,83,59,17-17-17
34,80,11,Loamy,Groundnut,91,82,28,17-17-17
35,77,38,Clay,Maize,25,67,78,20-20
23,70,16,Clay,Rice,0,93,15,Urea
27,51,46,Clay,Groundnut,68,97,4,28-28
32,68,32,Clay,Maize,36,37,18,20-20
31,61,61,Black,Groundnut,91,13,55,10-26-26
29,73,16,Clay,Pulses,60,92,45,20-20
36,57,50,Loamy,Rice,32,100,70,17-17-17
28,72,44,Sandy,Wheat,46,35,54,17-17-17
23,66,14,Black,Wheat,60,31,37,17-17-17
33,39,25,Loamy,Groundnut,47,44,3,28-28
32,43,38,Sandy,Cotton,52,72,89,14-35-14
25,56,31,Black,Maize,99,11,82,10-26-26
29,51,49,Loamy,Maize,97,48,16,14-35-14
23,76,52,Black,Sugarcane,69,16,25,17-17-17
24,32,63,Loamy,Cotton,32,67,34,17-17-17
29,55,17,Loamy,Groundnut,29,22,15,17-17-17
36,64,23,Red,Maize,25,6,88,10-26-26
20,55,15,Clay,Groundnut,12,35,17,DAP
37,52,34,Loamy,Pulses,76,38,13,14-35-14
22,72,23,Sandy,Pulses,72,87,80,20-20
29,79,18,Loamy,Maize,83,12,79,10-26-26
21,72,45,Loamy,Rice,69,74,99,17-17-17
21,39,31,Sandy,Sugarcane,61,76,11,14-35-14
29,72,59,Clay,Pulses,91,8,49,10-26-26
26,49,44,Black,Pulses,100,45,2,28-28
32,48,17,Clay,Cotton,63,7,11,10-26-26
36,73,56,Red,Sugarcane,28,18,52,17-17-17
28,72,38,Loamy,Pulses,40,42,91,20-20
31,69,24,Loamy,Sugarcane,68,51,13,14-35-14
26,68,19,Loamy,Pulses,57,1,80,10-26-26
22,35,30,Red,Maize,10,5,30,Urea
35,44,43,Sandy,Rice,36,39,86,20-20
29,30,38,Black,Sugarcane,79,80,28,17-17-17
30,75,22,Black,Sugarcane,53,99,26,20-20
20,33,68,Sandy,Maize,91,65,21,17-17-17
27,61,52,Clay,Cotton,9,0,100,DAP
23,78,28,Sandy,Cotton,55,78,80,14-35-14
22,31,63,Loamy,Rice,44,58,54,14-35-14
28,45,34,Sandy,Wheat,38,84,71,14-35-14
27,64,24,Sandy,Sugarcane,31,21,15,17-17-17
21,54,12,Sandy,Wheat,17,75,24,Urea
37,75,51,Loamy,Maize,45,17,70,20-20
33,60,14,Sandy,Sugarcane,9,5,24,DAP
25,74,61,Sandy,Cotton,73,23,56,14-35-14
27,33,55,Clay,Cotton,44,70,33,14-35-14
38,52,22,Sandy,Wheat,47,66,82,20-20
28,39,26,Red,Sugarcane,81,93,62,20-20
26,56,15,Clay,Pulses,97,96,11,14-35-14
21,65,49,Clay,Rice,47,45,4,28-28
22,73,21,Red,Cotton,18,96,81,DAP
32,58,41,Sandy,Groundnut,94,5,60,10-26-26
25,31,59,Clay,Maize,97,18,54,20-20
36,66,38,Loamy,Wheat,39,37,96,17-17-17
20,58,41,Loamy,Cotton,30,54,95,20-20
40,68,54,Sandy,Maize,37,54,26,17-17-17
26,62,53,Sandy,Rice,91,17,89,14-35-14
26,47,17,Clay,Rice,17,73,97,Urea
36,46,47,Sandy,Sugarcane,74,96,33,14-35-14
29,65,63,Clay,Wheat,35,21,81,14-35-14
30,59,35,Sandy,Maize,1,69,75,Urea
27,73,62,Clay,Wheat,31,54,90,17-17-17
22,44,58,Red,Maize,38,29,47,17-17-17
39,72,58,Clay,Rice,38,69,7,28-28
28,62,30,Black,Wheat,47,55,88,20-20
27,69,24,Black,Rice,70,1,1,DAP
23,30,50,Clay,Sugarcane,33,45,77,17-17-17
37,46,58,Black,Sugarcane,39,87,44,20-20
29,64,19,Red,Maize,32,27,63,20-20
33,56,42,Clay,Rice,39,93,13,17-17-17
25,67,56,Red,Groundnut,90,87,37,20-20
29,38,45,Black,Sugarcane,21,71,20,17-17-17
31,31,55,Sandy,Groundnut,83,47,76,17-17-17
20,75,28,Red,Pulses,74,30,24,17-17-17
31,42,23,Black,Sugarcane,57,58,60,20-20
23,69,39,Red,Groundnut,99,53,45,17-17-17
21,44,59,Red,Rice,89,49,26,14-35-14
36,53,30,Sandy,Groundnut,83,88,62,14-35-14
24,68,61,Sandy,Pulses,56,60,70,20-20
22,50,37,Clay,Maize,4,69,55,Urea
24,32,23,Loamy,Sugarcane,37,4,88,10-26-26
36,36,49,Red,Cotton,68,36,53,17-17-17
30,61,49,Sandy,Rice,1,63,80,Urea
23,43,45,Clay,Cotton,23,35,12,14-35-14
30,77,43,Red,Wheat,95,87,42,20-20
40,55,62,Loamy,Sugarcane,95,54,4,28-28
22,76,34,Sandy,Sugarcane,87,76,52,14-35-14
36,71,51,Red,Maize,5,30,74,Urea
20,49,66,Black,Pulses,6,55,49,DAP
23,39,37,Black,Wheat,52,75,32,20-20
21,75,34,Loamy,Sugarcane,22,55,23,14-35-14
38,35,40,Black,Wheat,29,75,53,20-20
28,57,64,Loamy,Groundnut,27,91,89,20-20
36,58,61,Sandy,Groundnut,45,12,24,10-26-26
27,48,48,Sandy,Cotton,17,84,70,DAP
31,34,64,Black,Sugarcane,4,24,31,DAP
38,38,34,Sandy,Maize,5,98,20,Urea
24,71,33,Black,Pulses,65,72,22,14-35-14
27,54,62,Sandy,Sugarcane,84,32,56,14-35-14
32,36,59,Loamy,Pulses,12,33,100,DAP
27,75,40,Black,Pulses,21,35,43,17-17-17
34,78,44,Loamy,Rice,17,66,53,Urea
32,76,25,Red,Wheat,88,62,6,28-28
25,58,64,Red,Groundnut,57,6,43,10-26-26
29,48,70,Sandy,Cotton,10,87,37,DAP
30,55,32,Loamy,Sugarcane,67,46,15,14-35-14
20,57,36,Clay,Rice,18,90,78,Urea
34,41,25,Sandy,Wheat,75,32,42,20-20
32,68,38,Loamy,Sugarcane,7,4,65,DAP
34,30,44,Red,Maize,74,87,53,14-35-14
33,77,69,Loamy,Sugarcane,91,9,20,10-26-26
22,49,12,Red,Wheat,64,71,55,14-35-14
25,40,32,Red,Pulses,58,58,93,17-17-17
25,73,37,Sandy,Groundnut,34,71,44,20-20
25,77,50,Black,Groundnut,52,17,7,28-28
22,43,67,Sandy,Rice,89,68,55,17-17-17
32,31,51,Black,Rice,90,24,48,20-20
22,79,12,Clay,Pulses,20,24,72,14-35-14
31,76,12,Clay,Rice,49,100,68,17-17-17
40,73,14,Clay,Sugarcane,16,66,0,DAP
34,56,68,Black,Wheat,83,80,76,17-17-17
25,45,26,Red,Wheat,82,47,100,20-20
29,74,16,Red,Groundnut,77,82,29,20-20
24,42,18,Sandy,Rice,94,98,45,17-17-17
35,72,29,Black,Pulses,78,89,75,14-35-14
31,61,69,Black,Cotton,78,13,91,10-26-26
39,56,51,Loamy,Rice,79,74,80,17-17-17
33,34,24,Clay,Rice,94,84,24,17-17-17
38,67,22,Clay,Rice,12,15,23,Urea
37,59,36,Clay,Rice,64,35,10,14-35-14
21,37,17,Loamy,Cotton,77,67,11,17-17-17
38,37,65,Clay,Wheat,92,28,40,17-17-17
24,44,14,Loamy,Sugarcane,41,91,82,14-35-14
33,66,54,Red,Rice,72,2,44,DAP
22,35,67,Loamy,Rice,42,74,85,17-17-17
39,38,12,Sandy,Wheat,93,28,67,14-35-14
31,80,34,Loamy,Wheat,56,22,23,17-17-17
21,75,26,Black,Cotton,89,68,84,17-17-17
30,53,34,Black,Rice,21,75,3,28-28
35,78,15,Red,Wheat,4,43,16,Urea
34,78,45,Black,Pulses,40,6,74,10-26-26
30,65,21,Red,Sugarcane,76,22,39,14-35-14
28,57,60,Clay,Maize,66,59,48,17-17-17
33,57,67,Loamy,Wheat,16,69,25,Urea
24,75,16,Clay,Maize,100,53,64,20-20
32,33,47,Loamy,Rice,2,97,86,Urea
26,55,37,Clay,Maize,15,59,54,Urea
31,77,59,Red,Cotton,41,35,84,14-35-14
33,79,50,Red,Cotton,85,7,9,10-26-26
33,71,49,Loamy,Groundnut,74,63,59,14-35-14
22,36,14,Red,Pulses,9,54,100,DAP
26,46,22,Black,Wheat,73,45,79,17-17-17
37,46,50,Clay,Cotton,80,31,97,17-17-17
32,55,55,Loamy,Groundnut,96,34,59,20-20
33,50,40,Red,Wheat,63,45,85,17-17-17
36,58,41,Black,Sugarcane,46,27,76,17-17-17
33,41,55,Loamy,Maize,47,20,47,14-35-14
32,59,56,Clay,Pulses,66,18,16,20-20
37,67,11,Sandy,Maize,93,71,32,14-35-14
30,34,48,Clay,Maize,86,69,86,20-20
26,38,63,Loamy,Maize,52,78,49,20-20
31,45,35,Sandy,Groundnut,71,6,98,10-26-26
39,45,15,Black,Rice,77,11,9,DAP
35,32,56,Clay,Rice,75,13,79,DAP
21,62,49,Loamy,Cotton,71,23,85,14-35-14
35,51,48,Sandy,Maize,79,82,31,17-17-17
35,37,24,Loamy,Pulses,58,50,76,14-35-14
22,70,51,Sandy,Pulses,52,66,66,17-17-17
34,44,63,Black,Wheat,10,91,30,Urea
30,70,15,Clay,Cotton,36,23,100,17-17-17
23,51,12,Loamy,Groundnut,31,16,15,17-17-17
35,71,65,Clay,Groundnut,40,54,27,14-35-14
31,79,37,Loamy,Pulses,41,52,80,20-20
27,69,31,Clay,Groundnut,28,20,58,20-20
38,58,26,Black,Wheat,78,55,41,17-17-17
35,58,69,Black,Sugarcane,6,59,3,DAP
27,58,49,Clay,Groundnut,99,94,35,20-20
26,57,56,Clay,Sugarcane,31,93,2,28-28
37,54,52,Red,Wheat,29,14,80,DAP
35,71,65,Red,Sugarcane,75,3,18,10-26-26
21,71,13,Black,Wheat,24,91,69,17-17-17
20,34,22,Sandy,Pulses,40,71,67,17-17-17
29,69,26,Black,Wheat,72,37,90,14-35-14
26,61,18,Red,Groundnut,34,82,68,14-35-14
36,45,57,Clay,Maize,0,72,84,Urea
39,49,23,Black,Groundnut,94,89,79,17-17-17
35,51,70,Red,Wheat,94,69,9,28-28
33,52,62,Red,Wheat,79,71,65,14-35-14
39,46,23,Black,Wheat,48,80,99,14-35-14
20,74,62,Black,Maize,34,100,24,14-35-14
34,50,30,Black,Groundnut,44,16,56,17-17-17
21,45,55,Clay,Maize,42,10,20,10-26-26
32,69,34,Sandy,Sugarcane,49,90,52,14-35-14
26,39,67,Loamy,Groundnut,27,73,46,17-17-17
32,67,12,Clay,Rice,42,89,45,14-35-14
34,74,24,Clay,Sugarcane,85,1,23,10-26-26
36,49,20,Loamy,Sugarcane,30,83,32,17-17-17
24,44,11,Loamy,Maize,15,78,44,Urea
40,60,37,Black,Maize,17,18,82,Urea
23,44,20,Clay,Pulses,43,58,16,20-20
24,45,14,Red,Wheat,85,80,17,17-17-17
28,71,14,Loamy,Wheat,23,87,54,17-17-17
27,35,34,Sandy,Wheat,91,32,90,14-35-14
31,71,55,Loamy,Groundnut,85,3,68,10-26-26
30,63,30,Clay,Wheat,86,48,26,17-17-17
21,35,61,Clay,Groundnut,91,91,98,17-17-17
23,56,34,Red,Wheat,30,68,42,17-17-17
36,42,69,Red,Maize,20,23,44,17-17-17
33,66,26,Red,Sugarcane,24,21,1,28-28
23,60,24,Sandy,Wheat,26,55,35,20-20
29,45,48,Red,Pulses,20,64,33,14-35-14
22,79,33,Loamy,Rice,18,93,12,Urea
30,41,32,Loamy,Wheat,88,52,94,20-20
28,32,19,Loamy,Pulses,57,80,56,14-35-14
37,71,41,Loamy,Cotton,89,14,15,10-26-26
30,75,35,Clay,Cotton,30,94,26,20-20
38,33,51,Loamy,Rice,16,0,77,Urea
24,48,34,Red,Maize,89,91,12,17-17-17
31,45,69,Red,Groundnut,70,8,70,10-26-26
24,33,21,Black,Cotton,97,35,24,14-35-14
27,77,14,Red,Groundnut,74,21,95,20-20
29,31,36,Red,Pulses,16,56,12,DAP
40,51,57,Red,Sugarcane,37,53,8,28-28
32,32,60,Red,Maize,90,50,52,14-35-14
29,56,10,Black,Rice,84,50,58,20-20
20,73,61,Loamy,Maize,35,43,66,17-17-17
30,46,37,Clay,Rice,84,96,80,17-17-17
20,31,64,Red,Maize,41,16,72,20-20
27,47,21,Sandy,Rice,26,80,74,17-17-17
21,52,46,Sandy,Sugarcane,64,66,99,17-17-17
28,50,28,Loamy,Sugarcane,49,46,3,28-28
29,40,46,Red,Rice,3,65,26,Urea
37,33,54,Loamy,Cotton,87,59,66,14-35-14
32,53,38,Sandy,Rice,32,25,69,14-35-14
22,58,50,Black,Rice,39,39,51,17-17-17
23,60,57,Loamy,Groundnut,41,8,62,10-26-26
32,63,39,Sandy,Cotton,92,26,38,20-20
34,55,11,Loamy,Groundnut,14,48,11,DAP
24,67,45,Loamy,Groundnut,23,59,81,14-35-14
25,50,48,Sandy,Rice,77,94,7,28-28
38,35,68,Clay,Pulses,34,84,88,20-20
39,58,39,Sandy,Rice,77,79,92,17-17-17
25,53,41,Clay,Groundnut,85,72,81,17-17-17
37,67,15,Loamy,Sugarcane,91,12,23,10-26-26
29,38,33,Red,Cotton,87,3,97,10-26-26
36,51,26,Black,Cotton,86,18,49,17-17-17
30,58,61,Loamy,Sugarcane,9,77,48,DAP
30,70,51,Sandy,Cotton,42,24,46,14-35-14
40,48,25,Sandy,Wheat,6,9,67,Urea
26,76,39,Clay,Rice,87,26,31,17-17-17
31,48,47,Black,Pulses,99,40,76,14-35-14
24,80,41,Clay,Rice,33,55,1,28-28
37,68,27,Black,Pulses,74,1,98,10-26-26
39,76,13,Red,Pulses,35,39,58,14-35-14
21,48,32,Sandy,Wheat,24,19,47,14-35-14
27,77,35,Red,Wheat,23,79,73,20-20
30,34,65,Black,Pulses,40,79,22,17-17-17
22,44,19,Black,Pulses,26,99,13,17-17-17
40,75,42,Red,Groundnut,31,74,38,17-17-17
25,79,12,Red,Sugarcane,16,89,89,DAP
20,60,17,Loamy,Rice,82,39,47,14-35-14
37,73,16,Black,Wheat,80,66,78,20-20
25,32,65,Loamy,Sugarcane,5,66,54,DAP
27,30,33,Clay,Wheat,38,6,96,DAP
22,69,14,Red,Cotton,20,50,86,17-17-17
23,53,70,Clay,Groundnut,37,12,3,10-26-26
37,33,14,Red,Cotton,98,87,14,20-20
36,61,17,Black,Pulses,42,53,61,17-17-17
25,73,67,Red,Cotton,96,78,15,20-20
34,79,49,Loamy,Pulses,6,7,89,DAP
31,61,63,Black,Maize,14,34,18,Urea
29,37,51,Red,Sugarcane,24,89,89,14-35-14
33,44,32,Red,Wheat,8,17,4,Urea
27,37,18,Red,Rice,7,55,71,Urea
21,37,35,Loamy,Wheat,26,43,1,28-28
21,52,52,Clay,Maize,18,95,19,Urea
38,48,23,Clay,Wheat,97,54,22,17-17-17
28,65,62,Sandy,Sugarcane,91,16,63,14-35-14
26,78,67,Clay,Wheat,87,92,39,17-17-17
30,67,29,Loamy,Rice,29,38,8,28-28
40,61,52,Clay,Cotton,72,15,20,14-35-14
25,47,61,Black,Rice,25,71,64,14-35-14
33,37,64,Red,Pulses,1,94,24,DAP
33,64,61,Loamy,Wheat,75,52,5,28-28
26,37,56,Red,Cotton,67,45,46,14-35-14
33,34,40,Loamy,Wheat,83,80,8,28-28
35,57,20,Clay,Groundnut,72,79,9,28-28
35,50,31,Black,Rice,78,20,99,14-35-14
28,77,38,Red,Cotton,36,13,24,10-26-26
34,32,28,Sandy,Rice,20,6,85,DAP
35,31,66,Clay,Rice,21,8,57,DAP
31,72,69,Red,Pulses,28,78,12,14-35-14
36,40,58,Loamy,Pulses,84,28,77,14-35-14
36,78,58,Loamy,Pulses,86,48,76,14-35-14
34,46,59,Clay,Pulses,46,69,21,20-20
23,47,23,Clay,Cotton,24,12,21,10-26-26
22,54,19,Black,Pulses,72,53,68,14-35-14
38,30,34,Sandy,Rice,98,34,91,20-20
29,41,49,Sandy,Wheat,21,32,39,20-20
38,71,56,Red,Sugarcane,50,6,25,10-26-26
31,75,36,Sandy,Sugarcane,71,34,0,28-28
31,73,24,Black,Rice,59,89,0,28-28
27,39,42,Sandy,Sugarcane,57,73,62,14-35-14
36,59,34,Clay,Groundnut,37,77,80,17-17-17
29,30,20,Red,Rice,76,59,76,17-17-17
26,54,51,Loamy,Groundnut,5,69,98,DAP
20,59,32,Clay,Groundnut,70,39,42,17-17-17
23,64,32,Sandy,Groundnut,15,65,43,DAP
23,66,15,Loamy,Rice,83,30,29,17-17-17
37,59,26,Clay,Sugarcane,75,82,27,17-17-17
29,43,36,Black,Groundnut,44,27,47,14-35-14
20,38,61,Sandy,Sugarcane,16,31,17,DAP
28,35,55,Red,Groundnut,22,44,31,17-17-17
24,74,56,Loamy,Groundnut,85,35,60,14-35-14
39,50,20,Clay,Pulses,87,42,3,28-28
23,74,31,Sandy,Wheat,9,14,34,Urea
20,64,23,Black,Groundnut,82,27,63,14-35-14
35,41,45,Red,Pulses,91,71,60,14-35-14
24,57,43,Red,Rice,24,46,33,14-35-14
35,73,15,Red,Wheat,36,81,38,20-20
32,71,70,Clay,Sugarcane,36,48,6,28-28
27,61,48,Black,Pulses,45,15,10,20-20
39,53,57,Loamy,Sugarcane,35,43,11,17-17-17
31,58,22,Clay,Sugarcane,67,20,98,14-35-14
36,45,52,Clay,Maize,22,83,59,17-17-17
30,60,66,Sandy,Sugarcane,96,19,92,20-20
26,38,55,Sandy,Rice,1,92,99,Urea
22,34,37,Sandy,Sugarcane,56,43,74,17-17-17
40,73,39,Loamy,Maize,18,68,86,Urea
21,36,38,Clay,Cotton,63,52,55,20-20
20,63,27,Red,Groundnut,54,72,52,17-17-17
22,36,16,Black,Sugarcane,71,68,97,17-17-17
23,72,50,Sandy,Wheat,17,31,4,Urea
38,50,42,Clay,Wheat,43,36,61,17-17-17
29,47,20,Sandy,Rice,53,6,94,DAP
25,30,39,Red,Sugarcane,37,33,71,20-20
34,63,20,Loamy,Maize,98,59,11,17-17-17
35,79,21,Black,Cotton,27,10,19,10-26-26
40,55,70,Loamy,Maize,93,73,18,14-35-14
38,42,45,Red,Rice,30,73,43,14-35-14
37,77,33,Sandy,Wheat,23,100,91,14-35-14
29,65,43,Sandy,Pulses,92,83,41,14-35-14
40,69,31,Red,Pulses,30,85,93,14-35-14
25,36,49,Red,Groundnut,97,5,99,10-26-26
31,44,70,Clay,Rice,42,25,78,14-35-14
37,69,37,Sandy,Maize,69,91,21,20-20
23,65,25,Clay,Rice,19,5,2,Urea
39,40,17,Black,Maize,24,43,90,17-17-17
24,59,64,Clay,Rice,13,35,78,Urea
25,77,69,Clay,Cotton,65,33,34,20-20
20,36,70,Loamy,Wheat,71,59,14,17-17-17
28,42,46,Red,Groundnut,29,68,93,20-20
32,61,23,Black,Pulses,27,84,88,20-20
37,70,24,Loamy,Pulses,21,76,22,20-20
40,60,16,Clay,Cotton,0,90,83,DAP
39,77,32,Black,Wheat,82,87,93,20-20
34,35,54,Sandy,Sugarcane,33,62,11,14-35-14
21,53,11,Black,Rice,24,6,20,DAP
31,65,32,Sandy,Pulses,38,33,12,17-17-17
22,48,40,Black,Cotton,25,43,100,20-20
32,60,54,Black,Maize,53,53,70,14-35-14
39,44,13,Loamy,Sugarcane,3,69,40,DAP
22,64,24,Sandy,Pulses,13,58,58,DAP
29,37,43,Clay,Rice,60,13,40,DAP
30,48,10,Clay,Sugarcane,28,77,91,14-35-14
21,58,18,Clay,Groundnut,60,58,12,14-35-14
32,71,32,Sandy,Wheat,8,15,0,Urea
27,78,42,Sandy,Wheat,59,38,37,14-35-14
39,69,25,Sandy,Sugarcane,61,80,55,14-35-14
23,59,40,Red,Cotton,98,49,91,14-35-14
29,49,59,Black,Cotton,35,16,67,17-17-17
32,51,51,Loamy,Rice,5,83,66,Urea
35,80,58,Clay,Pulses,60,94,0,28-28
23,52,27,Clay,Maize,23,82,83,17-17-17
37,33,53,Black,Wheat,5,40,71,Urea
21,46,39,Clay,Rice,47,32,13,14-35-14
22,43,61,Loamy,Rice,58,52,1,28-28
31,77,28,Red,Pulses,43,81,54,14-35-14
25,42,48,Loamy,Groundnut,49,100,37,14-35-14
21,71,47,Red,Rice,43,10,32,DAP
35,41,48,Sandy,Cotton,22,32,84,17-17-17
34,42,23,Clay,Groundnut,45,66,0,28-28
20,77,57,Clay,Maize,38,90,64,14-35-14
31,73,27,Sandy,Groundnut,25,73,10,20-20
38,78,43,Loamy,Sugarcane,60,70,86,14-35-14
29,73,65,Sandy,Wheat,93,5,48,DAP
25,78,18,Sandy,Groundnut,61,27,9,28-28
21,70,42,Red,Pulses,57,27,94,17-17-17
20,71,24,Sandy,Rice,69,56,81,20-20
24,48,29,Black,Cotton,27,98,75,14-35-14
27,52,61,Sandy,Pulses,30,50,67,20-20
37,73,64,Black,Cotton,88,68,22,14-35-14
25,53,35,Sandy,Cotton,40,25,28,14-35-14
34,73,16,Black,Cotton,55,13,57,10-26-26
27,80,27,Sandy,Rice,65,44,61,17-17-17
24,46,56,Sandy,Groundnut,80,18,1,28-28
36,41,19,Clay,Rice,17,49,41,Urea
32,47,58,Red,Wheat,7,91,99,Urea
38,71,62,Loamy,Sugarcane,44,44,60,17-17-17
38,38,12,Clay,Rice,60,60,16,14-35-14
25,44,17,Clay,Wheat,31,26,89,20-20
32,69,59,Red,Maize,16,20,45,Urea
30,37,15,Clay,Maize,99,9,84,10-26-26
28,40,45,Loamy,Cotton,1,59,11,DAP
39,49,63,Red,Sugarcane,81,26,45,20-20
34,43,29,Loamy,Cotton,78,80,49,17-17-17
29,65,49,Sandy,Pulses,4,46,58,DAP
32,79,64,Loamy,Maize,13,49,2,Urea
26,40,22,Black,Groundnut,65,45,80,14-35-14
35,31,66,Black,Sugarcane,91,44,73,20-20
39,45,11,Loamy,Pulses,65,41,59,20-20
20,77,40,Black,Cotton,21,8,31,10-26-26
37,49,25,Red,Groundnut,90,26,67,20-20
39,73,51,Sandy,Rice,66,5,100,DAP
39,57,31,Black,Maize,38,39,12,20-20
40,31,68,Black,Cotton,87,20,30,14-35-14
32,37,33,Clay,Maize,86,45,64,20-20
28,79,58,Loamy,Rice,77,16,81,14-35-14
23,66,11,Sandy,Cotton,95,30,57,14-35-14
32,45,42,Red,Groundnut,24,40,43,17-17-17
37,36,60,Black,Wheat,0,82,67,Urea
20,33,69,Clay,Groundnut,51,11,6,10-26-26
32,71,47,Clay,Maize,96,72,37,14-35-14
25,64,70,Red,Pulses,26,50,16,14-35-14
24,48,16,Clay,Wheat,64,50,11,20-20
37,30,46,Red,Groundnut,22,10,29,10-26-26
25,33,41,Sandy,Maize,48,65,29,14-35-14
21,77,50,Clay,Rice,75,70,70,14-35-14
33,31,52,Red,Wheat,91,76,72,14-35-14
20,80,36,Red,Cotton,93,5,74,10-26-26
26,56,29,Loamy,Wheat,92,50,6,28-28
34,80,26,Clay,Sugarcane,47,0,35,10-26-26
37,74,44,Red,Rice,42,9,86,DAP
38,40,46,Black,Wheat,48,11,34,DAP
26,33,53,Clay,Groundnut,1,46,72,DAP
27,36,43,Clay,Wheat,61,87,45,14-35-14
39,32,64,Black,Rice,93,77,97,17-17-17
24,78,17,Clay,Pulses,55,12,20,10-26-26
31,39,56,Red,Sugarcane,38,9,79,10-26-26
40,72,33,Red,Pulses,55,50,53,14-35-14
